StartDate,EndDate,ResponseId,Region,Coast,Gender,Age,Cause_CC,Cause_CC_binary,Q6_1_reverse,Q6_2,Q6_3,Q6_4_reverse,Q6_5,Climate,Q7.1,Q7.2,Q7.3,Q7.4,Q7.5,Q7.6,Q7.7,Q7.8,Q7.9,Q7_10,NET_intervention,NET_nature,Knowledge_sc,Knowledge_sc_number,Support_sc,Support_sc_word,Support_sc_binary,Q10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Part1,Part2,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12.10,Risk1,Risk2,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13.10,Benefit,Support_sc2,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5_6,Q16_7,Q16_8,Q16_9,Q16.10,Q16_11_12,Trust1,Trust2,Trust3,Cluster_trust,Q17_1,Q17_2_reverse,Q17_3,Q17_4,Q17_5_6,Gov,Myth_benign,Myth_tolerant,Myth_ephemeral,Myth_capricious,Q19_1_reverse,Q19_2_reverse,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8_reverse,Q19_9,Q19.10,Nature_new,Nature_new_1,Nature,Nature_dualism,Nature1,Nature2_reverse,Nature2,Q20_1_reverse,Q20_1,Q20_2_reverse,Q20_2,Q20_3,Q20_4,Q20_5_reverse,Q20_5,Q20_6_7_reverse,Q20_6_7,Tech_new,Tech_new_1,Tech,Political,Political_word,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7_reverse,Q23_8_reverse,Q23_9_reverse,Q23_10_reverse,Q23_11_reverse,Q23_12_reverse,Com_ind,Egal_hier,Education,Education_number,Survey
1/31/21 20:41,1/31/21 21:33,R_3Je0k37wVvnaFGg,Province of British Columbia (Canada),No,Male,67,Caused mostly by human activities,Human,4,4,3,4,4,3.8,4,4,4,3,4,3,5,5,2,4,3.428571429,4.666666667,"Yes, but I don't really know what it is",2,4,4_Support,1,We need further research before being able to implement a Solid Carbon project.,2,2,2,2,2,2,2,2,2,2,3,3,3,4,3,2,5,2,2.833333333,3,2,2,2,2,2,2,2,3,2,2,2.1,3,3,2,3,3,3,3,4,4,3,3,3.5,3.333333333,2.666666667,Trust coallition,3,4,NA,3,3,3.333333333,4,4,3,3,4,5,2,3,3,4,3,4,2,5,3.25,3.25,3.333333333,3.285714286,2.833333333,4.333333333,1.666666667,2,4,4,2,3,3,2,4,3,3,3,3,3,2,2_Liberal,3,2,4,2,3,4,4,2,4,1,2,2,3.166666667,2.333333333,"College, CEGEP and other non-university certificates or diplomas",4,Public
1/31/21 21:19,1/31/21 21:33,R_1Iy34TVorwA0Hmm,Province of British Columbia (Canada),Yes,Female,49,Caused mostly by human activities,Human,3,4,3,2,3,3,2,3,4,2,3,2,2,4,4,2,2.857142857,2.666666667,"Yes, but I don't really know what it is",2,4,4_Support,1,We need further research before being able to implement a Solid Carbon project.,3,1,3,3,4,4,2.333333333,3.666666667,3,5,3,3,3,3,4,3,4,3,3.333333333,3.5,3,3,4,3,5,4,3,4,2,3,3.4,4,4,4,4,4,4,5,4,4,3,4,4,4,4,Trustful,5,4,4,3,3,4,2,3,4,4,1,2,3,4,5,4,2,2,5,4,3.625,3.625,3.111111111,2.714285714,3.833333333,1.666666667,4.333333333,2,4,2,4,3,3,2,4,2,4,3.333333333,4,2.4,2,2_Liberal,2,4,4,4,4,1,4,2,5,5,3,2,3.5,3.166666667,Bachelor's degree,5,Public
1/31/21 21:12,1/31/21 21:27,R_8v5MEmpnsKQpJLz,Province of British Columbia (Canada),Yes,Female,31,Caused mostly by human activities,Human,4,4,3,4,4,3.8,4,2,4,5,4,5,5,5,4,4,4,4.666666667,No,1,4,4_Support,1,We need further research before being able to implement a Solid Carbon project.,1,2,2,2,3,3,1.666666667,2.666666667,3,4,4,3,3,3,1,1,1,1,3.333333333,1,3,4,4,3,2,4,3,3,2,3,3.1,4,3,3,4,3,4,3,4,4,3,3,3.5,3.333333333,3.333333333,Trustful,2,4,2,3,2,2.75,2,3,4,2,4,4,3,3,3,5,2,5,2,4,3.375,3.375,3.444444444,3.285714286,3,4.333333333,1.666666667,4,2,4,2,4,2,4,2,2,4,2,2.666666667,3.2,2,2_Liberal,2,2,2,1,2,2,3,2,4,1,3,2,2.5,1.833333333,Bachelor's degree,5,Public
1/31/21 21:15,1/31/21 21:25,R_3er9fzHI3eB5xHO,Province of British Columbia (Canada),Yes,Female,29,Caused equally by natural changes in the environment and human activities,Other,4,3,3,4,4,3.6,5,5,5,5,5,5,5,5,5,5,5,5,No,1,5,5_Strongly support,1,A Solid Carbon project should be implemented right now with ongoing research and monitoring.,1,1,1,2,2,1,1,1.666666667,2,2,4,5,1,5,5,5,5,5,3.166666667,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,5,4,3,5,3.5,3.666666667,3,Trust coallition,3,3,3,3,5,3,3,5,3,4,1,5,5,5,5,5,5,5,5,5,5,5,4.555555556,4.428571429,5,3.666666667,2.333333333,3,3,5,1,3,4,5,1,3,3,1.666666667,1.666666667,4,4,4_Convervative,2,2,2,1,4,5,5,2,3,4,1,1,2.666666667,2.666666667,Some college but no degree,3,Public
1/31/21 20:33,1/31/21 21:25,R_3I5DoHpuuvYMHiS,Province of British Columbia (Canada),No,Female,23,Caused mostly by human activities,Human,5,5,3,4,5,4.4,1,1,1,1,1,1,1,4,1,1,1,2,No,1,4,4_Support,1,We need further research before being able to implement a Solid Carbon project.,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,4,3,4,3.5,3.5,4,4,4,3,4,4,3,4,4,4,3.8,4,2,3,3,2,2,3,3,2,3,3,2,3,2.666666667,Trust coallition,3,3,2,3,2,2.75,3,3,4,2,1,4,3,3,3,4,4,2,3,5,3.375,3.375,3,2.857142857,3.333333333,2.333333333,3.666666667,3,3,4,2,3,4,2,4,2,4,2.666666667,3.333333333,3,3,3_Neutral,2,2,2,2,1,1,2,2,3,1,1,1,2.166666667,1.166666667,Some college but no degree,3,Public
1/31/21 21:05,1/31/21 21:24,R_1ovdcJ9ChEsxyPj,Province of British Columbia (Canada),Yes,Female,52,Caused mostly by human activities,Human,5,5,5,5,5,5,4,4,5,NA,5,NA,5,5,5,5,4.6,5,No,1,5,5_Strongly support,1,We need further research before being able to implement a Solid Carbon project.,1,1,1,3,4,1,1,2.666666667,5,5,5,4,5,4,1,5,3,1,4.666666667,2.5,5,5,5,5,5,5,5,5,1,5,4.6,4,2,2,5,2,2,5,5,2,3,5,2,4.333333333,3,Trust coallition,2,2,3,2,1,2.25,2,5,5,2,5,5,5,5,5,5,5,5,4,4,4.75,4.75,4.888888889,4.857142857,4.833333333,5,1,1,5,3,3,4,3,4,2,2,4,2.333333333,3,3.2,1,1_Very liberal,4,2,4,1,1,2,4,2,5,1,1,1,3.5,1.166666667,"College, CEGEP and other non-university certificates or diplomas",4,Public
1/31/21 21:10,1/31/21 21:23,R_56VfvCMEkDoYbXX,Washington state (USA),No,Female,64,Caused equally by natural changes in the environment and human activities,Other,5,5,3,5,5,4.6,3,5,4,5,5,4,5,5,NA,5,4.333333333,5,No,1,5,5_Strongly support,1,A Solid Carbon project should be implemented right now with ongoing research and monitoring.,1,1,1,3,1,1,1,1.666666667,3,3,4,4,3,4,1,3,4,5,3.5,3.25,4,5,5,5,5,5,4,5,5,4,4.7,4,4,4,4,3,3,5,5,3,3,5,3,4.333333333,4,Trustful,3,3,3,3,1,3,4,4,4,3,5,5,5,5,5,5,5,NA,2,5,4.571428571,4.571428571,4.625,4.5,4.5,5,1,1,5,3,3,3,3,3,3,1,5,2.333333333,3.666666667,2.6,2,2_Liberal,5,5,5,1,1,5,5,2,5,1,1,1,4.5,1.666666667,Some college but no degree,3,Public
1/31/21 20:59,1/31/21 21:22,R_2usarjSGJS1CkvK,Province of British Columbia (Canada),Yes,Female,80,Caused equally by natural changes in the environment and human activities,Other,5,3,2,3,4,3.4,NA,4,4,1,NA,1,5,5,2,5,2.4,5,No,1,5,5_Strongly support,1,A Solid Carbon project should be implemented right now with ongoing research and monitoring.,NA,2,3,2,2,1,2.5,1.666666667,2,2,2,1,2,2,1,3,NA,3,1.833333333,2.333333333,2,NA,3,3,4,3,3,NA,3,3,3,5,4,4,5,4,4,4,4,4,5,5,4,4.333333333,4.333333333,Trustful,2,3,2,4,3,2.75,3,4,3,NA,4,4,4,4,5,5,5,4,4,2,4.125,4.125,4.333333333,4.142857143,4.5,4,2,3,3,3,3,4,3,3,3,3,3,3,3,3.2,2,2_Liberal,3,4,4,1,NA,4,4,4,5,2,3,2,4,2.4,"College, CEGEP and other non-university certificates or diplomas",4,Public
1/31/21 21:11,1/31/21 21:22,R_1Id933CacquHHX1,Province of British Columbia (Canada),Yes,Female,60,Caused equally by natural changes in the environment and human activities,Other,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3.714285714,4,No,1,4,4_Support,1,A Solid Carbon project should be implemented right now with ongoing research and monitoring.,NA,2,2,2,1,1,2,1.333333333,2,3,3,3,3,3,3,3,3,3,2.833333333,3,3,3,3,3,3,2,2,2,2,3,2.6,3,4,3,3,3,3,3,4,3,4,2,3,3.666666667,3.333333333,Trust coallition,3,3,3,3,3,3,3,4,4,3,3,4,3,3,3,4,4,2,3,3,3.125,3.125,3.222222222,3.142857143,3.333333333,3,3,2,4,3,3,3,4,3,3,3,3,3,3,3.2,2,2_Liberal,3,3,3,3,3,4,3,2,3,1,2,2,2.833333333,2.5,"College, CEGEP and other non-university certificates or diplomas",4,Public
1/31/21 21:12,1/31/21 21:22,R_2axXSdjCttxIiRs,Washington state (USA),Yes,Female,31,Caused mostly by human activities,Human,3,5,1,1,3,2.6,3,3,3,3,3,3,3,3,3,3,3,3,"Yes, but I don't really know what it is",2,2,2_Oppose,0,We need further research before being able to implement a Solid Carbon project.,3,4,3,4,4,5,3.333333333,4.333333333,3,4,4,3,3,2,5,4,3,4,3.166666667,4,4,NA,3,3,3,3,4,4,3,5,3.555555556,4,1,4,4,5,4,5,4,3,4,5,4,4.333333333,3,Trustful,5,4,3,5,5,4.25,2,4,4,4,2,1,4,5,4,3,3,4,3,4,3.75,3.75,3.222222222,3.142857143,3.666666667,2.333333333,3.666666667,1,5,4,2,5,4,1,5,3,3,3.333333333,3.333333333,3.4,2,2_Liberal,4,4,4,4,3,2,2,2,2,3,2,2,3,2.666666667,High school diploma or equivalent including GED,2,Public
1/31/21 21:11,1/31/21 21:21,R_3fuQLiGbCi7mBxk,Washington state (USA),No,Female,40,Caused mostly by human activities,Human,4,4,4,5,5,4.4,4,3,4,4,3,4,5,5,4,4,3.714285714,4.666666667,"Yes, but I don't really know what it is",2,4,4_Support,1,A Solid Carbon project should be implemented right now with ongoing research and monitoring.,1,2,2,3,2,1,1.666666667,2,3,3,4,2,3,4,2,3,2,3,3.166666667,2.5,3,4,2,3,4,4,3,4,4,4,3.5,4,4,4,4,2,3,5,4,4,3,4,3,4,4,Trustful,4,3,2,4,3,3.25,2,4,4,3,3,4,4,4,4,4,4,3,3,4,3.75,3.75,3.666666667,3.571428571,3.833333333,3.333333333,2.666666667,4,2,3,3,2,2,2,4,3,3,3.333333333,3.333333333,2.4,3,3_Neutral,3,3,4,2,2,4,3,2,4,2,1,2,3.166666667,2.166666667,"College, CEGEP and other non-university certificates or diplomas",4,Public
1/31/21 21:14,1/31/21 21:21,R_3JLvhkZjbpxl069,Province of British Columbia (Canada),Yes,Male,56,Caused equally by natural changes in the environment and human activities,Other,4,4,5,1,3,3.4,3,3,3,3,3,3,3,3,3,3,3,3,No,1,3,3_Neither oppose nor support,0,We need further research before being able to implement a Solid Carbon project.,2,3,4,5,5,4,3,4.666666667,2,3,4,5,5,2,3,4,5,5,3.5,4.25,2,3,4,5,5,2,3,4,5,5,3.8,3,5,5,3,2,4,4,3,5,4,5,3.5,3.666666667,4.333333333,Trustful,3,4,2,5,4,3.5,2,2,3,4,2,2,4,3,2,3,2,1,3,5,2.875,2.875,2.444444444,2.428571429,2.833333333,1.666666667,4.333333333,4,2,3,3,2,5,2,4,1,5,2.666666667,4,2.6,2,2_Liberal,3,3,5,2,4,5,2,2,3,4,4,1,3,3.333333333,Bachelor's degree,5,Public
1/31/21 20:46,1/31/21 21:15,R_p9u5NUI7qVROJO1,Province of British Columbia (Canada),Yes,Male,36,Caused equally by natural changes in the environment and human activities,Other,4,5,5,2,4,4,3,4,4,2,3,4,4,5,3,5,3.285714286,4.666666667,No,1,4,4_Support,1,We need further research before being able to implement a Solid Carbon project.,3,3,2,5,3,2,2.666666667,3.333333333,3,3,4,3,2,4,3,3,2,4,3.166666667,3,4,2,3,3,3,2,3,3,4,3,3,4,4,4,3,3,3,3,4,3,5,4,3,4,3.666666667,Trustful,4,3,3,3,3,3.25,4,5,4,4,2,3,4,3,4,4,4,3,3,4,3.625,3.625,3.333333333,3.142857143,3.666666667,2.666666667,3.333333333,2,4,3,3,3,4,3,3,2,4,2.666666667,3.333333333,3,NA,NA,3,3,2,2,3,4,2,3,2,1,3,3,2.5,2.666666667,Master's degree,6,Public
1/31/21 20:59,1/31/21 21:14,R_BwQUgVaQomAPCF3,Province of British Columbia (Canada),No,Male,65,Caused mostly by human activities,Human,5,5,4,5,5,4.8,5,5,5,5,5,5,5,5,5,5,5,5,No,1,5,5_Strongly support,1,A Solid Carbon project should be implemented right now with ongoing research and monitoring.,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1.333333333,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,1,4,3,4,4,3,4,1,3.5,4,1.666666667,Trust coallition,3,2,2,3,1,2.5,3,2,4,4,1,4,3,3,5,5,5,5,2,5,4.125,4.125,3.666666667,3.285714286,3.833333333,3.333333333,2.666666667,1,5,2,4,2,4,3,3,5,1,4,2.666666667,3.2,2,2_Liberal,2,1,2,4,3,5,3,2,2,4,3,3,2,3.666666667,Bachelor's degree,5,Public
1/31/21 21:04,1/31/21 21:14,R_1riz5UDfhzxZzIo,Washington state (USA),Yes,Male,60,"Not caused by natural or human activities, because climate change isn’t happening",Other,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,No,1,1,1_Strongly oppose,0,A Solid Carbon project should be avoided because there are too many unknowns,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1.666666667,Not trustful,1,1,1,1,1,1,5,2,2,4,5,4,4,2,4,3,4,5,2,4,3.5,3.5,3.666666667,3.714285714,3.166666667,4.666666667,1.333333333,2,4,3,3,4,4,3,3,4,2,3.333333333,2.666666667,3.6,5,5_Very conservative,5,5,5,3,4,5,5,4,5,5,5,5,4.833333333,4.5,Master's degree,6,Public
1/31/21 20:36,1/31/21 21:14,R_VIud9Paqsr5lsE9,Washington state (USA),Yes,Female,36,Caused mostly by human activities,Human,4,4,4,4,4,4,3,2,2,2,4,2,5,5,3,4,2.571428571,4.666666667,No,1,3,3_Neither oppose nor support,0,We need further research before being able to implement a Solid Carbon project.,2,3,3,4,4,3,2.666666667,3.666666667,3,4,5,5,5,5,2,4,4,1,4.5,2.75,2,2,1,2,2,2,3,2,1,2,1.9,2,3,4,4,3,2,3,4,3,3,3,3,3.333333333,3.666666667,Trust coallition,2,3,2,4,2,2.75,2,4,5,2,4,5,4,3,3,4,5,4,5,4,4,4,4.111111111,4.285714286,4,4.333333333,1.666666667,1,5,2,4,3,2,1,5,2,4,3.666666667,4.333333333,2,4,4_Convervative,4,3,4,2,2,4,4,3,4,2,2,3,3.666666667,2.5,"College, CEGEP and other non-university certificates or diplomas",4,Public
1/31/21 20:42,1/31/21 21:12,R_yyxTFilNvi6tFuh,Washington state (USA),No,Female,31,Caused mostly by human activities,Human,1,5,1,5,4,3.2,2,2,3,2,3,3,3,2,3,2,2.571428571,2.333333333,No,1,2,2_Oppose,0,We need further research before being able to implement a Solid Carbon project.,1,1,3,4,4,3,1.666666667,3.666666667,3,2,4,4,5,4,5,5,5,4,3.666666667,4.75,3,4,5,2,1,1,1,2,1,1,2.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Not trustful,1,1,1,1,1,1,1,3,3,1,5,5,5,5,5,4,5,4,5,4,4.625,4.625,4.777777778,4.857142857,4.833333333,4.666666667,1.333333333,1,5,5,1,2,2,5,1,1,5,1,2.333333333,3,5,5_Very conservative,5,3,4,5,3,4,3,3,3,1,3,3,3.5,3.166666667,Some college but no degree,3,Public
1/31/21 20:55,1/31/21 21:09,R_2uvxj8NNWeASbD3,Washington state (USA),Yes,Female,33,Caused mostly by human activities,Human,5,5,5,5,5,5,4,3,4,4,4,4,5,5,4,3,3.857142857,4.333333333,No,1,4,4_Support,1,A Solid Carbon project should be implemented right now with ongoing research and monitoring.,2,3,2,4,3,3,2.333333333,3.333333333,4,4,4,4,3,5,4,3,3,3,4,3.25,4,3,3,3,3,4,4,4,4,3,3.5,4,2,3,NA,1,2,4,3,2,4,4,1.5,3.666666667,2.5,Trust coallition,3,1,3,2,1,2.25,2,4,4,3,4,1,3,3,4,5,4,5,5,5,4.25,4.25,3.777777778,3.571428571,4,3.333333333,2.666666667,2,4,3,3,4,4,4,2,4,2,3,2.333333333,3.8,3,3_Neutral,4,4,5,1,2,2,5,4,5,1,1,1,4.5,1.333333333,Some college but no degree,3,Public
1/31/21 20:53,1/31/21 21:08,R_1i8PS3RUUmREx9J,Washington state (USA),Yes,Female,43,Caused mostly by human activities,Human,5,4,4,5,4,4.4,3,1,2,2,4,3,5,5,4,4,2.714285714,4.666666667,No,1,3,3_Neither oppose nor support,0,We need further research before being able to implement a Solid Carbon project.,3,3,2,4,5,4,2.666666667,4.333333333,4,4,4,4,3,5,4,3,3,3,4,3.25,4,4,4,4,4,3,3,3,3,3,3.5,2,3,3,3,2,3,3,3,4,2,2,3,2.666666667,3,Trust coallition,3,2,4,2,3,2.75,1,4,5,4,5,5,5,5,4,5,5,4,4,3,4.375,4.375,4.666666667,4.714285714,4.666666667,4.666666667,1.333333333,1,5,2,4,4,4,2,4,2,4,3.333333333,4,2.8,3,3_Neutral,4,4,3,4,5,3,1,2,3,1,1,2,2.833333333,2.666666667,Some college but no degree,3,Public
1/31/21 20:33,1/31/21 21:05,R_5tL1Rka9zQK1oTD,Province of British Columbia (Canada),Yes,Male,62,Caused mostly by human activities,Human,5,4,3,5,5,4.4,5,5,5,NA,5,NA,5,5,NA,5,5,5,No,1,5,5_Strongly support,1,A Solid Carbon project should be implemented right now with ongoing research and monitoring.,1,1,1,2,2,1,1,1.666666667,2,2,2,2,2,2,1,2,1,2,2,1.5,4,4,4,5,5,5,5,5,4,5,4.6,5,2,3,4,4,4,2,5,4,3,3,4,3.333333333,3,Trustful,3,3,NA,3,2,3,2,4,4,NA,4,4,5,4,NA,5,5,3,3,4,4.142857143,4.142857143,4.125,4,4.4,3.666666667,2.333333333,3,3,5,1,NA,2,5,1,4,2,2,1.333333333,4,3,3_Neutral,3,2,3,2,2,5,4,2,4,2,4,2,3,2.833333333,"College, CEGEP and other non-university certificates or diplomas",4,Public
1/31/21 20:39,1/31/21 21:04,R_tYsx811zOwreY5b,Province of British Columbia (Canada),Yes,Female,36,Caused mostly by human activities,Human,5,5,5,1,5,4.2,4,4,4,3,4,3,1,5,4,4,3.714285714,3.333333333,"Yes, but I don't really know what it is",2,4,4_Support,1,A Solid Carbon project should be implemented right now with ongoing research and monitoring.,2,2,1,2,2,2,1.666666667,2,2,2,4,4,3,3,1,3,3,3,3,2.5,4,4,4,4,5,4,3,4,3,4,3.9,4,4,4,4,4,4,5,5,4,4,4,4,4.666666667,4,Trustful,4,3,4,4,4,3.75,2,4,4,3,4,5,5,3,5,4,4,4,3,3,3.875,3.875,4.111111111,4,4,4.333333333,1.666666667,3,3,3,3,4,4,3,3,3,3,3,3,3.4,4,4_Convervative,3,3,4,2,3,4,4,3,5,3,2,2,3.666666667,2.666666667,"College, CEGEP and other non-university certificates or diplomas",4,Public
1/31/21 20:56,1/31/21 21:03,R_2ZBRCAckwp2maNY,Washington state (USA),Yes,Female,27,Caused mostly by human activities,Human,4,4,4,4,4,4,3,3,3,3,3,3,4,3,3,3,3,3.333333333,No,1,3,3_Neither oppose nor support,0,We need further research before being able to implement a Solid Carbon project.,3,3,3,5,5,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,3,3,3,3,4,1,5,3.5,2.333333333,2,Trust coallition,3,3,2,3,1,2.75,3,3,3,4,3,3,3,3,3,4,4,3,3,4,3.375,3.375,3.222222222,3.142857143,3.333333333,3,3,3,3,3,3,3,3,2,4,1,5,2.666666667,4,2.4,2,2_Liberal,2,3,2,2,1,2,3,3,4,2,2,2,2.833333333,1.833333333,Bachelor's degree,5,Public
1/31/21 20:44,1/31/21 21:02,R_3EEagko6ao9SS4V,Washington state (USA),Yes,Female,53,Caused mostly by human activities,Human,5,5,5,5,5,5,NA,2,2,3,2,3,5,5,5,5,2.833333333,5,No,1,3,3_Neither oppose nor support,0,We need further research before being able to implement a Solid Carbon project.,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,3,5,3,5,5,5,3,4,4.333333333,3,Trustful,4,NA,NA,3,2,3.5,1,5,5,5,2,5,3,3,2,5,4,1,3,5,3.25,3.25,3.111111111,3,3.333333333,2.666666667,3.333333333,NA,NA,2,4,NA,NA,2,4,NA,NA,4,4,2,3,3_Neutral,2,3,3,4,2,5,3,2,3,4,1,2,2.666666667,3,High school diploma or equivalent including GED,2,Public
1/31/21 20:44,1/31/21 20:59,R_2sRXtdj53QlIbGm,Province of British Columbia (Canada),Yes,Male,50,Caused mostly by human activities,Human,5,5,5,4,5,4.8,5,4,4,4,4,4,4,5,4,4,4.142857143,4.333333333,No,1,5,5_Strongly support,1,We need further research before being able to implement a Solid Carbon project.,4,4,3,3,4,3,3.666666667,3.333333333,4,3,5,4,4,5,3,4,4,4,4.166666667,3.75,4,4,4,4,3,5,4,5,4,4,4.1,4,4,4,4,3,4,4,4,4,4,4,3.5,4,4,Trustful,4,2,4,4,4,3.5,2,4,4,5,4,2,4,4,4,4,5,2,4,3,3.75,3.75,3.666666667,3.571428571,4.166666667,2.666666667,3.333333333,2,4,1,5,4,4,2,4,2,4,3.666666667,4.333333333,2.6,4,4_Convervative,3,1,2,3,3,4,2,1,3,2,2,1,2,2.5,Doctoral degree,NA,Public
1/31/21 20:24,1/31/21 20:58,R_3EraQlqzM3DW8aB,Washington state (USA),Yes,Female,55,Caused mostly by human activities,Human,5,5,3,5,5,4.6,3,NA,3,4,NA,5,5,5,4,3,3.8,4.333333333,"Yes, but I don't really know what it is",2,4,4_Support,1,A Solid Carbon project should be implemented right now with ongoing research and monitoring.,2,3,1,3,1,3,2,2.333333333,4,3,3,3,3,3,NA,2,3,3,3.166666667,2.666666667,NA,4,2,4,3,3,3,3,3,2,3,4,3,4,5,4,4,5,5,5,4,5,4.5,4.666666667,4,Trustful,NA,3,3,3,3,3,2,5,4,2,5,5,4,4,4,5,5,4,3,2,3.875,3.875,4.333333333,4.285714286,4.166666667,4.666666667,1.333333333,3,3,4,2,3,3,3,3,NA,NA,2.5,2.5,3.25,3,3_Neutral,1,2,1,4,2,4,1,2,2,1,1,1,1.5,2.166666667,Bachelor's degree,5,Public
1/31/21 20:43,1/31/21 20:57,R_1cY2xbBPQVzekf4,Province of British Columbia (Canada),Yes,Female,65,Caused equally by natural changes in the environment and human activities,Other,5,4,4,5,5,4.6,NA,3,NA,NA,3,3,NA,NA,3,3,3,3,No,1,3,3_Neither oppose nor support,0,We need further research before being able to implement a Solid Carbon project.,4,NA,NA,NA,NA,NA,4,NA,4,NA,NA,3,NA,NA,5,NA,NA,NA,3.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,3,3,5,4,3,4,3,3,4.333333333,4.333333333,Trustful,NA,NA,NA,3,4,3,3,5,4,4,1,5,4,3,4,4,4,4,3,4,3.75,3.75,3.555555556,3.428571429,3.666666667,3.333333333,2.666666667,2,4,3,3,3,3,3,3,3,3,3,3,3,2,2_Liberal,3,3,3,2,4,4,3,2,3,3,2,2,2.833333333,2.833333333,Bachelor's degree,5,Public
1/31/21 20:32,1/31/21 20:55,R_87TLI3BMKJ3mWWt,Province of British Columbia (Canada),Yes,Female,43,Caused mostly by human activities,Human,4,4,3,4,4,3.8,4,3,3,2,5,3,5,5,3,5,3.285714286,5,No,1,3,3_Neither oppose nor support,0,We need further research before being able to implement a Solid Carbon project.,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,5,4,5,3,4,4,4,4.333333333,3.75,2,2,2,3,3,3,3,3,2,3,2.6,3,2,2,4,4,4,2,4,4,3,3,4,3,2.666666667,Trust coallition,3,4,2,4,4,3.25,3,4,4,2,3,4,4,3,3,4,4,4,3,4,3.625,3.625,3.555555556,3.571428571,3.5,3.666666667,2.333333333,2,4,3,3,3,3,2,4,2,4,3,3.666666667,2.6,NA,NA,3,2,3,4,2,4,2,2,3,3,3,3,2.5,3.166666667,"College, CEGEP and other non-university certificates or diplomas",4,Public
1/31/21 20:42,1/31/21 20:54,R_2CrGvxe7Huarx0N,Washington state (USA),Yes,Female,21,Caused mostly by human activities,Human,5,5,5,4,5,4.8,NA,5,4,2,4,3,5,5,3,5,3.5,5,"Yes, but I don't really know what it is",2,4,4_Support,1,We need further research before being able to implement a Solid Carbon project.,1,1,1,5,3,3,1,3.666666667,4,4,3,3,4,5,4,4,4,4,3.833333333,4,3,3,3,2,2,2,2,2,2,2,2.3,2,3,4,4,3,3,4,3,3,3,4,3,3.333333333,3.666666667,Trust coallition,2,2,2,2,2,2,2,4,4,3,2,4,5,4,4,4,4,4,4,4,4.125,4.125,3.888888889,3.857142857,4.166666667,3.333333333,2.666666667,2,4,3,3,4,4,4,2,1,5,2,3.333333333,3.2,3,3_Neutral,3,3,4,1,2,4,4,4,4,2,2,2,3.666666667,2.166666667,"College, CEGEP and other non-university certificates or diplomas",4,Public
1/31/21 20:28,1/31/21 20:52,R_1jp4oKbIWnOVV4W,Washington state (USA),Yes,Female,55,Caused mostly by natural changes in the environment,Other,4,3,4,3,3,3.4,NA,3,NA,3,4,3,2,4,2,NA,3,3,No,1,3,3_Neither oppose nor support,0,We need further research before being able to implement a Solid Carbon project.,3,3,3,5,5,3,3,4.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,2,2,3,3,2,4,3,2,3.333333333,3,Trust coallition,4,1,NA,1,1,2,4,4,4,4,4,3,4,NA,NA,4,4,2,5,4,3.833333333,3.833333333,3.714285714,3.666666667,4.25,3,3,NA,NA,4,2,NA,NA,1,5,NA,NA,3.5,3.5,2.5,2,2_Liberal,4,4,5,NA,NA,4,2,3,NA,2,2,NA,3.6,2.666666667,Some college but no degree,3,Public
